lb_tw,ub_tw,dur,Q1,Q2,Q3,split_rel,split_part,org_id,id,ord_qual,qual_down
0,704,0,1,1,1,0,0,0,1,0,0
45,187,22,0,1,1,0,0,12,2,9,0
118,230,46,0,0,1,0,0,33,3,14,0
0,80,61,1,1,1,0,0,41,4,5,0
183,308,39,0,1,1,0,0,44,5,8,0
354,493,81,1,1,1,1,0,2,6,17,0
354,534,40,1,1,1,1,1,2,7,17,0
354,612,41,1,1,1,1,2,2,8,17,0
156,276,130,1,1,1,1,0,7,9,1,0
156,321,85,1,1,1,1,1,7,10,1,1
156,341,65,1,1,1,1,2,7,11,1,0
281,363,116,1,1,1,1,0,8,12,2,0
281,394,85,1,1,1,1,1,8,13,2,0
281,507,51,1,1,1,1,2,8,14,2,0
143,231,103,0,1,1,1,0,14,15,10,0
143,293,41,0,1,1,1,1,14,16,10,0
143,371,42,0,1,1,1,2,14,17,10,0
254,341,116,0,0,1,1,0,15,18,20,0
254,397,60,1,1,1,1,1,15,19,20,1
254,480,56,0,0,1,1,2,15,20,20,0
0,47,176,0,0,1,1,0,16,21,15,0
0,68,155,0,0,1,1,1,16,22,15,0
0,182,41,0,0,1,1,2,16,23,15,0
264,379,116,1,1,1,1,0,18,24,4,0
264,419,76,1,1,1,1,1,18,25,4,0
264,514,60,1,1,1,1,2,18,26,4,0
428,596,124,1,1,1,1,0,20,27,3,0
428,618,102,1,1,1,1,1,20,28,3,0
428,757,42,1,1,1,1,2,20,29,3,1
0,69,142,1,1,1,1,0,21,30,16,0
0,165,46,1,1,1,1,1,21,31,16,0
0,194,96,1,1,1,1,2,21,32,16,1
192,318,81,0,1,1,1,0,23,33,7,0
192,359,40,0,1,1,1,1,23,34,7,0
192,437,41,1,1,1,1,2,23,35,7,1
324,471,105,0,0,1,1,0,25,36,12,0
324,532,44,1,1,1,1,1,25,37,12,1
324,614,41,0,0,1,1,2,25,38,12,0
425,563,82,0,0,1,1,0,30,39,11,0
425,604,41,0,0,1,1,1,30,40,11,0
425,604,41,1,1,1,1,2,30,41,11,1
157,261,91,0,1,1,1,0,38,42,19,0
157,311,41,0,1,1,1,1,38,43,19,0
157,381,50,1,1,1,1,2,38,44,19,1
209,302,113,0,1,1,1,0,39,45,18,0
209,347,68,0,1,1,1,1,39,46,18,0
209,449,45,1,1,1,1,2,39,47,18,1
354,493,81,0,1,1,1,0,40,48,6,0
354,534,40,0,1,1,1,1,40,49,6,0
354,612,41,1,1,1,1,2,40,50,6,1
281,363,116,0,0,1,1,0,45,51,13,0
281,394,85,0,0,1,1,1,45,52,13,0
281,507,51,0,0,1,1,2,45,53,13,0
0,704,0,1,1,1,0,0,0,54,0,0
