0	23	24	16	21	17	13	22	9	23	27	27	27	20	20	20	25	25	25	27	27	27	24	24	24	18	18	18	20	20	20	16	16	16	7	7	7	13	13	13	19	19	19	21	21	21	11	11	11	15	15	15	12	12	12	28	28	28	3	3	3	21	21	21	27	27	27	27	27	27	18	18	18	0
23	10000	46	22	14	38	34	42	22	10000	11	11	11	30	30	30	38	38	38	40	40	40	46	46	46	29	29	29	43	43	43	34	34	34	29	29	29	11	11	11	29	29	29	41	41	41	13	13	13	35	35	35	32	32	32	50	50	50	24	24	24	43	43	43	11	11	11	40	40	40	40	40	40	23
24	46	10000	30	43	8	18	10	25	46	50	50	50	27	27	27	34	34	34	35	35	35	1	1	1	25	25	25	5	5	5	24	24	24	18	18	18	36	36	36	34	34	34	20	20	20	34	34	34	13	13	13	20	20	20	5	5	5	22	22	22	5	5	5	50	50	50	35	35	35	8	8	8	24
16	22	30	10000	28	23	27	23	8	22	31	31	31	9	9	9	40	40	40	42	42	42	31	31	31	8	8	8	29	29	29	31	31	31	16	16	16	15	15	15	33	33	33	35	35	35	18	18	18	17	17	17	26	26	26	33	33	33	14	14	14	26	26	26	31	31	31	42	42	42	27	27	27	16
21	14	43	28	10000	37	27	42	25	14	8	8	8	36	36	36	27	27	27	28	28	28	44	44	44	34	34	34	39	39	39	25	25	25	27	27	27	14	14	14	18	18	18	33	33	33	11	11	11	35	35	35	25	25	25	48	48	48	22	22	22	41	41	41	8	8	8	28	28	28	36	36	36	21
17	38	8	23	37	10000	15	7	17	38	43	43	43	20	20	20	32	32	32	33	33	33	9	9	9	18	18	18	7	7	7	21	21	21	10	10	10	28	28	28	29	29	29	20	20	20	27	27	27	6	6	6	16	16	16	12	12	12	15	15	15	5	5	5	43	43	43	33	33	33	7	7	7	17
13	34	18	27	27	15	10000	22	20	34	35	35	35	29	29	29	18	18	18	19	19	19	19	19	19	27	27	27	14	14	14	6	6	6	12	12	12	25	25	25	16	16	16	8	8	8	21	21	21	18	18	18	2	2	2	23	23	23	14	14	14	19	19	19	35	35	35	19	19	19	11	11	11	13
22	42	10	23	42	7	22	10000	20	42	48	48	48	18	18	18	39	39	39	40	40	40	10	10	10	17	17	17	12	12	12	28	28	28	15	15	15	32	32	32	36	36	36	26	26	26	32	32	32	7	7	7	23	23	23	11	11	11	20	20	20	5	5	5	48	48	48	40	40	40	13	13	13	22
9	22	25	8	25	17	20	20	10000	22	29	29	29	12	12	12	34	34	34	35	35	35	25	25	25	10	10	10	23	23	23	24	24	24	9	9	9	13	13	13	27	27	27	28	28	28	15	15	15	13	13	13	19	19	19	28	28	28	7	7	7	21	21	21	29	29	29	35	35	35	21	21	21	9
23	10000	46	22	14	38	34	42	22	10000	11	11	11	30	30	30	38	38	38	40	40	40	46	46	46	29	29	29	43	43	43	34	34	34	29	29	29	11	11	11	29	29	29	41	41	41	13	13	13	35	35	35	32	32	32	50	50	50	24	24	24	43	43	43	11	11	11	40	40	40	40	40	40	23
27	11	50	31	8	43	35	48	29	11	10000	10000	10000	39	39	39	34	34	34	36	36	36	50	50	50	38	38	38	46	46	46	33	33	33	33	33	33	17	17	17	25	25	25	41	41	41	16	16	16	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	43	43	43	27
27	11	50	31	8	43	35	48	29	11	10000	10000	10000	39	39	39	34	34	34	36	36	36	50	50	50	38	38	38	46	46	46	33	33	33	33	33	33	17	17	17	25	25	25	41	41	41	16	16	16	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	43	43	43	27
27	11	50	31	8	43	35	48	29	11	10000	10000	10000	39	39	39	34	34	34	36	36	36	50	50	50	38	38	38	46	46	46	33	33	33	33	33	33	17	17	17	25	25	25	41	41	41	16	16	16	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	43	43	43	27
20	30	27	9	36	20	29	18	12	30	39	39	39	10000	10000	10000	45	45	45	46	46	46	27	27	27	3	3	3	27	27	27	34	34	34	18	18	18	23	23	23	38	38	38	36	36	36	26	26	26	14	14	14	29	29	29	29	29	29	18	18	18	22	22	22	39	39	39	46	46	46	26	26	26	20
20	30	27	9	36	20	29	18	12	30	39	39	39	10000	10000	10000	45	45	45	46	46	46	27	27	27	3	3	3	27	27	27	34	34	34	18	18	18	23	23	23	38	38	38	36	36	36	26	26	26	14	14	14	29	29	29	29	29	29	18	18	18	22	22	22	39	39	39	46	46	46	26	26	26	20
20	30	27	9	36	20	29	18	12	30	39	39	39	10000	10000	10000	45	45	45	46	46	46	27	27	27	3	3	3	27	27	27	34	34	34	18	18	18	23	23	23	38	38	38	36	36	36	26	26	26	14	14	14	29	29	29	29	29	29	18	18	18	22	22	22	39	39	39	46	46	46	26	26	26	20
25	38	34	40	27	32	18	39	34	38	34	34	34	45	45	45	10000	10000	10000	2	2	2	35	35	35	42	42	42	30	30	30	12	12	12	28	28	28	32	32	32	10	10	10	15	15	15	27	27	27	35	35	35	17	17	17	39	39	39	27	27	27	35	35	35	34	34	34	2	2	2	28	28	28	25
25	38	34	40	27	32	18	39	34	38	34	34	34	45	45	45	10000	10000	10000	2	2	2	35	35	35	42	42	42	30	30	30	12	12	12	28	28	28	32	32	32	10	10	10	15	15	15	27	27	27	35	35	35	17	17	17	39	39	39	27	27	27	35	35	35	34	34	34	2	2	2	28	28	28	25
25	38	34	40	27	32	18	39	34	38	34	34	34	45	45	45	10000	10000	10000	2	2	2	35	35	35	42	42	42	30	30	30	12	12	12	28	28	28	32	32	32	10	10	10	15	15	15	27	27	27	35	35	35	17	17	17	39	39	39	27	27	27	35	35	35	34	34	34	2	2	2	28	28	28	25
27	40	35	42	28	33	19	40	35	40	36	36	36	46	46	46	2	2	2	10000	10000	10000	35	35	35	44	44	44	30	30	30	13	13	13	29	29	29	34	34	34	11	11	11	16	16	16	29	29	29	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	28	28	28	27
27	40	35	42	28	33	19	40	35	40	36	36	36	46	46	46	2	2	2	10000	10000	10000	35	35	35	44	44	44	30	30	30	13	13	13	29	29	29	34	34	34	11	11	11	16	16	16	29	29	29	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	28	28	28	27
27	40	35	42	28	33	19	40	35	40	36	36	36	46	46	46	2	2	2	10000	10000	10000	35	35	35	44	44	44	30	30	30	13	13	13	29	29	29	34	34	34	11	11	11	16	16	16	29	29	29	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	28	28	28	27
24	46	1	31	44	9	19	10	25	46	50	50	50	27	27	27	35	35	35	35	35	35	10000	10000	10000	26	26	26	6	6	6	24	24	24	18	18	18	36	36	36	34	34	34	20	20	20	35	35	35	14	14	14	21	21	21	5	5	5	23	23	23	5	5	5	50	50	50	35	35	35	8	8	8	24
24	46	1	31	44	9	19	10	25	46	50	50	50	27	27	27	35	35	35	35	35	35	10000	10000	10000	26	26	26	6	6	6	24	24	24	18	18	18	36	36	36	34	34	34	20	20	20	35	35	35	14	14	14	21	21	21	5	5	5	23	23	23	5	5	5	50	50	50	35	35	35	8	8	8	24
24	46	1	31	44	9	19	10	25	46	50	50	50	27	27	27	35	35	35	35	35	35	10000	10000	10000	26	26	26	6	6	6	24	24	24	18	18	18	36	36	36	34	34	34	20	20	20	35	35	35	14	14	14	21	21	21	5	5	5	23	23	23	5	5	5	50	50	50	35	35	35	8	8	8	24
18	29	25	8	34	18	27	17	10	29	38	38	38	3	3	3	42	42	42	44	44	44	26	26	26	10000	10000	10000	25	25	25	32	32	32	15	15	15	21	21	21	36	36	36	34	34	34	24	24	24	13	13	13	27	27	27	27	27	27	16	16	16	21	21	21	38	38	38	44	44	44	24	24	24	18
18	29	25	8	34	18	27	17	10	29	38	38	38	3	3	3	42	42	42	44	44	44	26	26	26	10000	10000	10000	25	25	25	32	32	32	15	15	15	21	21	21	36	36	36	34	34	34	24	24	24	13	13	13	27	27	27	27	27	27	16	16	16	21	21	21	38	38	38	44	44	44	24	24	24	18
18	29	25	8	34	18	27	17	10	29	38	38	38	3	3	3	42	42	42	44	44	44	26	26	26	10000	10000	10000	25	25	25	32	32	32	15	15	15	21	21	21	36	36	36	34	34	34	24	24	24	13	13	13	27	27	27	27	27	27	16	16	16	21	21	21	38	38	38	44	44	44	24	24	24	18
20	43	5	29	39	7	14	12	23	43	46	46	46	27	27	27	30	30	30	30	30	30	6	6	6	25	25	25	10000	10000	10000	19	19	19	15	15	15	33	33	33	29	29	29	16	16	16	31	31	31	13	13	13	15	15	15	10	10	10	19	19	19	7	7	7	46	46	46	30	30	30	3	3	3	20
20	43	5	29	39	7	14	12	23	43	46	46	46	27	27	27	30	30	30	30	30	30	6	6	6	25	25	25	10000	10000	10000	19	19	19	15	15	15	33	33	33	29	29	29	16	16	16	31	31	31	13	13	13	15	15	15	10	10	10	19	19	19	7	7	7	46	46	46	30	30	30	3	3	3	20
20	43	5	29	39	7	14	12	23	43	46	46	46	27	27	27	30	30	30	30	30	30	6	6	6	25	25	25	10000	10000	10000	19	19	19	15	15	15	33	33	33	29	29	29	16	16	16	31	31	31	13	13	13	15	15	15	10	10	10	19	19	19	7	7	7	46	46	46	30	30	30	3	3	3	20
16	34	24	31	25	21	6	28	24	34	33	33	33	34	34	34	12	12	12	13	13	13	24	24	24	32	32	32	19	19	19	10000	10000	10000	17	17	17	25	25	25	11	11	11	8	8	8	21	21	21	24	24	24	6	6	6	29	29	29	17	17	17	24	24	24	33	33	33	13	13	13	17	17	17	16
16	34	24	31	25	21	6	28	24	34	33	33	33	34	34	34	12	12	12	13	13	13	24	24	24	32	32	32	19	19	19	10000	10000	10000	17	17	17	25	25	25	11	11	11	8	8	8	21	21	21	24	24	24	6	6	6	29	29	29	17	17	17	24	24	24	33	33	33	13	13	13	17	17	17	16
16	34	24	31	25	21	6	28	24	34	33	33	33	34	34	34	12	12	12	13	13	13	24	24	24	32	32	32	19	19	19	10000	10000	10000	17	17	17	25	25	25	11	11	11	8	8	8	21	21	21	24	24	24	6	6	6	29	29	29	17	17	17	24	24	24	33	33	33	13	13	13	17	17	17	16
7	29	18	16	27	10	12	15	9	29	33	33	33	18	18	18	28	28	28	29	29	29	18	18	18	15	15	15	15	15	15	17	17	17	10000	10000	10000	18	18	18	23	23	23	20	20	20	18	18	18	9	9	9	12	12	12	22	22	22	5	5	5	15	15	15	33	33	33	29	29	29	13	13	13	7
7	29	18	16	27	10	12	15	9	29	33	33	33	18	18	18	28	28	28	29	29	29	18	18	18	15	15	15	15	15	15	17	17	17	10000	10000	10000	18	18	18	23	23	23	20	20	20	18	18	18	9	9	9	12	12	12	22	22	22	5	5	5	15	15	15	33	33	33	29	29	29	13	13	13	7
7	29	18	16	27	10	12	15	9	29	33	33	33	18	18	18	28	28	28	29	29	29	18	18	18	15	15	15	15	15	15	17	17	17	10000	10000	10000	18	18	18	23	23	23	20	20	20	18	18	18	9	9	9	12	12	12	22	22	22	5	5	5	15	15	15	33	33	33	29	29	29	13	13	13	7
13	11	36	15	14	28	25	32	13	11	17	17	17	23	23	23	32	32	32	34	34	34	36	36	36	21	21	21	33	33	33	25	25	25	18	18	18	10000	10000	10000	23	23	23	32	32	32	6	6	6	25	25	25	23	23	23	40	40	40	14	14	14	33	33	33	17	17	17	34	34	34	30	30	30	13
13	11	36	15	14	28	25	32	13	11	17	17	17	23	23	23	32	32	32	34	34	34	36	36	36	21	21	21	33	33	33	25	25	25	18	18	18	10000	10000	10000	23	23	23	32	32	32	6	6	6	25	25	25	23	23	23	40	40	40	14	14	14	33	33	33	17	17	17	34	34	34	30	30	30	13
