lb_tw,ub_tw,dur,Q1,Q2,Q3,split_rel,split_part,org_id,id,ord_qual,qual_down
0,643,0,1,1,1,0,0,0,1,0,0
183,286,11,0,1,1,0,0,1,2,24,0
249,401,34,0,0,1,0,0,7,3,28,0
278,345,39,0,1,1,0,0,12,4,7,0
426,519,53,1,1,1,0,0,19,5,1,0
496,595,63,0,0,1,0,0,25,6,26,0
374,455,61,1,1,1,0,0,28,7,22,0
471,591,62,0,0,1,0,0,29,8,17,0
71,164,66,0,1,1,0,0,46,9,8,0
121,217,38,0,1,1,0,0,62,10,9,0
278,345,39,0,0,1,0,0,64,11,19,0
55,176,40,0,0,1,0,0,67,12,12,0
82,247,30,1,1,1,0,0,71,13,4,0
183,286,11,1,1,1,0,0,72,14,21,0
349,446,69,0,0,1,0,0,73,15,27,0
158,255,109,0,0,1,1,0,6,16,30,0
158,279,85,0,0,1,1,1,6,17,30,0
158,322,42,1,1,1,1,2,6,18,30,1
426,535,80,1,1,1,1,0,14,19,3,0
426,576,39,1,1,1,1,1,14,20,3,1
426,646,41,1,1,1,1,2,14,21,3,0
270,421,85,0,0,1,1,0,23,22,18,0
270,467,39,0,0,1,1,1,23,23,18,0
270,532,46,0,0,1,1,2,23,24,18,0
261,410,100,0,1,1,1,0,33,25,6,0
261,454,56,0,1,1,1,1,33,26,6,0
261,466,44,0,1,1,1,2,33,27,6,0
493,630,96,0,1,1,1,0,35,28,23,0
493,688,38,1,1,1,1,1,35,29,23,1
493,740,58,0,1,1,1,2,35,30,23,0
393,551,73,0,0,1,1,0,44,31,13,0
393,588,36,1,1,1,1,1,44,32,13,1
393,587,37,0,0,1,1,2,44,33,13,0
393,551,73,0,0,1,1,0,49,34,16,0
393,588,36,1,1,1,1,1,49,35,16,1
393,587,37,0,0,1,1,2,49,36,16,0
471,592,86,0,0,1,1,0,50,37,11,0
471,641,37,0,0,1,1,1,50,38,11,0
471,701,49,1,1,1,1,2,50,39,11,1
496,626,88,0,0,1,1,0,55,40,14,0
496,675,39,1,1,1,1,1,55,41,14,1
496,737,49,0,0,1,1,2,55,42,14,0
0,35,108,0,1,1,1,0,61,43,25,0
0,89,54,0,1,1,1,1,61,44,25,0
0,161,54,0,1,1,1,2,61,45,25,0
321,463,98,1,1,1,1,0,65,46,2,0
321,483,78,1,1,1,1,1,65,47,2,0
321,595,38,1,1,1,1,2,65,48,2,1
0,66,77,0,0,1,1,0,66,49,20,0
0,103,40,0,0,1,1,1,66,50,20,0
0,178,37,0,0,1,1,2,66,51,20,0
419,514,147,1,1,1,1,0,70,52,5,0
419,612,49,1,1,1,1,1,70,53,5,1
419,617,116,1,1,1,1,2,70,54,5,0
239,293,128,0,1,1,1,0,78,55,10,0
239,358,63,1,1,1,1,1,78,56,10,1
239,356,65,0,1,1,1,2,78,57,10,0
406,516,87,0,0,1,1,0,79,58,29,0
406,560,43,0,0,1,1,1,79,59,29,0
406,631,44,0,0,1,1,2,79,60,29,0
457,575,86,0,0,1,1,0,80,61,15,0
457,622,39,0,0,1,1,1,80,62,15,0
457,686,47,1,1,1,1,2,80,63,15,1
0,643,0,1,1,1,0,0,0,64,0,0
