lb_tw,ub_tw,dur,Q1,Q2,Q3,split_rel,split_part,org_id,id,ord_qual,qual_down
0,718,0,1,1,1,0,0,0,1,0,0
3,106,77,0,1,1,0,0,1,2,6,0
294,406,70,1,1,1,0,0,35,3,17,0
3,106,77,0,1,1,0,0,41,4,19,0
80,201,51,1,1,1,0,0,47,5,16,0
481,579,74,1,1,1,0,0,74,6,4,0
22,120,127,0,0,1,1,0,2,7,12,0
22,170,77,1,1,1,1,1,2,8,12,1
22,197,50,0,0,1,1,2,2,9,12,0
417,587,117,0,0,1,1,0,4,10,11,0
417,657,47,1,1,1,1,1,4,11,11,1
417,734,50,0,0,1,1,2,4,12,11,0
90,227,85,0,0,1,1,0,8,13,20,0
90,272,40,0,0,1,1,1,8,14,20,0
90,347,45,1,1,1,1,2,8,15,20,1
0,67,123,0,0,1,1,0,16,16,15,0
0,110,80,0,0,1,1,1,16,17,15,0
0,207,63,0,0,1,1,2,16,18,15,0
364,513,98,0,1,1,1,0,19,19,18,0
364,568,43,0,1,1,1,1,19,20,18,0
364,636,55,0,1,1,1,2,19,21,18,0
417,587,117,0,1,1,1,0,24,22,8,0
417,657,47,1,1,1,1,1,24,23,8,1
417,734,50,0,1,1,1,2,24,24,8,0
347,524,103,0,0,1,1,0,30,25,14,0
347,585,42,0,0,1,1,1,30,26,14,0
347,666,41,1,1,1,1,2,30,27,14,1
300,385,133,1,1,1,1,0,44,28,5,0
300,435,83,1,1,1,1,1,44,29,5,0
300,548,50,1,1,1,1,2,44,30,5,0
370,500,81,0,0,1,1,0,45,31,13,0
370,541,40,0,0,1,1,1,45,32,13,0
370,540,41,1,1,1,1,2,45,33,13,1
311,434,106,1,1,1,1,0,50,34,1,0
311,470,70,1,1,1,1,1,50,35,1,1
311,484,56,1,1,1,1,2,50,36,1,0
0,109,82,0,1,1,1,0,51,37,9,0
0,149,42,0,1,1,1,1,51,38,9,0
0,231,40,1,1,1,1,2,51,39,9,1
357,449,91,1,1,1,1,0,65,40,3,0
357,490,50,1,1,1,1,1,65,41,3,1
357,499,41,1,1,1,1,2,65,42,3,0
0,154,120,1,1,1,1,0,67,43,2,0
0,201,73,1,1,1,1,1,67,44,2,1
0,307,47,1,1,1,1,2,67,45,2,0
455,518,110,0,1,1,1,0,70,46,10,0
455,582,46,0,1,1,1,1,70,47,10,0
455,584,44,1,1,1,1,2,70,48,10,1
104,222,162,0,1,1,1,0,78,49,7,0
104,338,46,1,1,1,1,1,78,50,7,1
104,368,96,0,1,1,1,2,78,51,7,0
0,718,0,1,1,1,0,0,0,52,0,0
