0	22	4	16	8	15	22	7	14	5	5	5	11	11	11	8	8	8	13	13	13	13	13	13	18	18	18	16	16	16	15	15	15	11	11	11	7	7	7	12	12	12	19	19	19	0
22	10000	19	19	24	31	10000	18	8	22	22	22	31	31	31	15	15	15	25	25	25	25	25	25	24	24	24	21	21	21	32	32	32	32	32	32	16	16	16	28	28	28	4	4	4	22
4	19	10000	17	11	18	19	3	12	4	4	4	14	14	14	5	5	5	15	15	15	15	15	15	20	20	20	13	13	13	15	15	15	14	14	14	8	8	8	11	11	11	16	16	16	4
16	19	17	10000	12	15	19	19	15	20	20	20	20	20	20	16	16	16	9	9	9	9	9	9	6	6	6	28	28	28	31	31	31	23	23	23	10	10	10	28	28	28	19	19	19	16
8	24	11	12	10000	8	24	14	17	12	12	12	8	8	8	13	13	13	6	6	6	6	6	6	12	12	12	23	23	23	21	21	21	12	12	12	9	9	9	19	19	19	23	23	23	8
15	31	18	15	8	10000	31	21	24	19	19	19	9	9	9	21	21	21	7	7	7	7	7	7	12	12	12	31	31	31	26	26	26	14	14	14	16	16	16	25	25	25	30	30	30	15
22	10000	19	19	24	31	10000	18	8	22	22	22	31	31	31	15	15	15	25	25	25	25	25	25	24	24	24	21	21	21	32	32	32	32	32	32	16	16	16	28	28	28	4	4	4	22
7	18	3	19	14	21	18	10000	11	5	5	5	17	17	17	5	5	5	18	18	18	18	18	18	22	22	22	10	10	10	15	15	15	16	16	16	9	9	9	10	10	10	15	15	15	7
14	8	12	15	17	24	8	11	10000	15	15	15	23	23	23	7	7	7	18	18	18	18	18	18	20	20	20	16	16	16	25	25	25	25	25	25	9	9	9	21	21	21	6	6	6	14
5	22	4	20	12	19	22	5	15	10000	10000	10000	13	13	13	8	8	8	17	17	17	17	17	17	22	22	22	13	13	13	12	12	12	12	12	12	10	10	10	8	8	8	19	19	19	5
5	22	4	20	12	19	22	5	15	10000	10000	10000	13	13	13	8	8	8	17	17	17	17	17	17	22	22	22	13	13	13	12	12	12	12	12	12	10	10	10	8	8	8	19	19	19	5
5	22	4	20	12	19	22	5	15	10000	10000	10000	13	13	13	8	8	8	17	17	17	17	17	17	22	22	22	13	13	13	12	12	12	12	12	12	10	10	10	8	8	8	19	19	19	5
11	31	14	20	8	9	31	17	23	13	13	13	10000	10000	10000	18	18	18	12	12	12	12	12	12	18	18	18	25	25	25	18	18	18	6	6	6	15	15	15	18	18	18	29	29	29	11
11	31	14	20	8	9	31	17	23	13	13	13	10000	10000	10000	18	18	18	12	12	12	12	12	12	18	18	18	25	25	25	18	18	18	6	6	6	15	15	15	18	18	18	29	29	29	11
11	31	14	20	8	9	31	17	23	13	13	13	10000	10000	10000	18	18	18	12	12	12	12	12	12	18	18	18	25	25	25	18	18	18	6	6	6	15	15	15	18	18	18	29	29	29	11
8	15	5	16	13	21	15	5	7	8	8	8	18	18	18	10000	10000	10000	16	16	16	16	16	16	20	20	20	13	13	13	19	19	19	19	19	19	7	7	7	15	15	15	12	12	12	8
8	15	5	16	13	21	15	5	7	8	8	8	18	18	18	10000	10000	10000	16	16	16	16	16	16	20	20	20	13	13	13	19	19	19	19	19	19	7	7	7	15	15	15	12	12	12	8
8	15	5	16	13	21	15	5	7	8	8	8	18	18	18	10000	10000	10000	16	16	16	16	16	16	20	20	20	13	13	13	19	19	19	19	19	19	7	7	7	15	15	15	12	12	12	8
13	25	15	9	6	7	25	18	18	17	17	17	12	12	12	16	16	16	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	27	27	27	17	17	17	11	11	11	24	24	24	24	24	24	13
13	25	15	9	6	7	25	18	18	17	17	17	12	12	12	16	16	16	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	27	27	27	17	17	17	11	11	11	24	24	24	24	24	24	13
13	25	15	9	6	7	25	18	18	17	17	17	12	12	12	16	16	16	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	27	27	27	17	17	17	11	11	11	24	24	24	24	24	24	13
13	25	15	9	6	7	25	18	18	17	17	17	12	12	12	16	16	16	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	27	27	27	17	17	17	11	11	11	24	24	24	24	24	24	13
13	25	15	9	6	7	25	18	18	17	17	17	12	12	12	16	16	16	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	27	27	27	17	17	17	11	11	11	24	24	24	24	24	24	13
13	25	15	9	6	7	25	18	18	17	17	17	12	12	12	16	16	16	10000	10000	10000	10000	10000	10000	7	7	7	28	28	28	27	27	27	17	17	17	11	11	11	24	24	24	24	24	24	13
18	24	20	6	12	12	24	22	20	22	22	22	18	18	18	20	20	20	7	7	7	7	7	7	10000	10000	10000	32	32	32	33	33	33	23	23	23	14	14	14	30	30	30	25	25	25	18
18	24	20	6	12	12	24	22	20	22	22	22	18	18	18	20	20	20	7	7	7	7	7	7	10000	10000	10000	32	32	32	33	33	33	23	23	23	14	14	14	30	30	30	25	25	25	18
18	24	20	6	12	12	24	22	20	22	22	22	18	18	18	20	20	20	7	7	7	7	7	7	10000	10000	10000	32	32	32	33	33	33	23	23	23	14	14	14	30	30	30	25	25	25	18
16	21	13	28	23	31	21	10	16	13	13	13	25	25	25	13	13	13	28	28	28	28	28	28	32	32	32	10000	10000	10000	15	15	15	23	23	23	18	18	18	11	11	11	17	17	17	16
16	21	13	28	23	31	21	10	16	13	13	13	25	25	25	13	13	13	28	28	28	28	28	28	32	32	32	10000	10000	10000	15	15	15	23	23	23	18	18	18	11	11	11	17	17	17	16
16	21	13	28	23	31	21	10	16	13	13	13	25	25	25	13	13	13	28	28	28	28	28	28	32	32	32	10000	10000	10000	15	15	15	23	23	23	18	18	18	11	11	11	17	17	17	16
15	32	15	31	21	26	32	15	25	12	12	12	18	18	18	19	19	19	27	27	27	27	27	27	33	33	33	15	15	15	10000	10000	10000	14	14	14	22	22	22	5	5	5	29	29	29	15
15	32	15	31	21	26	32	15	25	12	12	12	18	18	18	19	19	19	27	27	27	27	27	27	33	33	33	15	15	15	10000	10000	10000	14	14	14	22	22	22	5	5	5	29	29	29	15
15	32	15	31	21	26	32	15	25	12	12	12	18	18	18	19	19	19	27	27	27	27	27	27	33	33	33	15	15	15	10000	10000	10000	14	14	14	22	22	22	5	5	5	29	29	29	15
11	32	14	23	12	14	32	16	25	12	12	12	6	6	6	19	19	19	17	17	17	17	17	17	23	23	23	23	23	23	14	14	14	10000	10000	10000	17	17	17	14	14	14	30	30	30	11
11	32	14	23	12	14	32	16	25	12	12	12	6	6	6	19	19	19	17	17	17	17	17	17	23	23	23	23	23	23	14	14	14	10000	10000	10000	17	17	17	14	14	14	30	30	30	11
11	32	14	23	12	14	32	16	25	12	12	12	6	6	6	19	19	19	17	17	17	17	17	17	23	23	23	23	23	23	14	14	14	10000	10000	10000	17	17	17	14	14	14	30	30	30	11
7	16	8	10	9	16	16	9	9	10	10	10	15	15	15	7	7	7	11	11	11	11	11	11	14	14	14	18	18	18	22	22	22	17	17	17	10000	10000	10000	18	18	18	15	15	15	7
7	16	8	10	9	16	16	9	9	10	10	10	15	15	15	7	7	7	11	11	11	11	11	11	14	14	14	18	18	18	22	22	22	17	17	17	10000	10000	10000	18	18	18	15	15	15	7
7	16	8	10	9	16	16	9	9	10	10	10	15	15	15	7	7	7	11	11	11	11	11	11	14	14	14	18	18	18	22	22	22	17	17	17	10000	10000	10000	18	18	18	15	15	15	7
12	28	11	28	19	25	28	10	21	8	8	8	18	18	18	15	15	15	24	24	24	24	24	24	30	30	30	11	11	11	5	5	5	14	14	14	18	18	18	10000	10000	10000	24	24	24	12
12	28	11	28	19	25	28	10	21	8	8	8	18	18	18	15	15	15	24	24	24	24	24	24	30	30	30	11	11	11	5	5	5	14	14	14	18	18	18	10000	10000	10000	24	24	24	12
12	28	11	28	19	25	28	10	21	8	8	8	18	18	18	15	15	15	24	24	24	24	24	24	30	30	30	11	11	11	5	5	5	14	14	14	18	18	18	10000	10000	10000	24	24	24	12
19	4	16	19	23	30	4	15	6	19	19	19	29	29	29	12	12	12	24	24	24	24	24	24	25	25	25	17	17	17	29	29	29	30	30	30	15	15	15	24	24	24	10000	10000	10000	19
19	4	16	19	23	30	4	15	6	19	19	19	29	29	29	12	12	12	24	24	24	24	24	24	25	25	25	17	17	17	29	29	29	30	30	30	15	15	15	24	24	24	10000	10000	10000	19
19	4	16	19	23	30	4	15	6	19	19	19	29	29	29	12	12	12	24	24	24	24	24	24	25	25	25	17	17	17	29	29	29	30	30	30	15	15	15	24	24	24	10000	10000	10000	19
0	22	4	16	8	15	22	7	14	5	5	5	11	11	11	8	8	8	13	13	13	13	13	13	18	18	18	16	16	16	15	15	15	11	11	11	7	7	7	12	12	12	19	19	19	0
