lb_tw,ub_tw,dur,Q1,Q2,Q3,split_rel,split_part,org_id,id,ord_qual,qual_down
0,718,0,1,1,1,0,0,0,1,0,0
3,106,77,0,1,1,0,0,1,2,6,0
23,151,29,0,0,1,0,0,7,3,36,0
267,401,78,0,0,1,0,0,22,4,26,0
25,161,78,1,1,1,0,0,26,5,32,0
192,365,70,1,1,1,0,0,28,6,31,0
326,442,67,0,0,1,0,0,29,7,38,0
25,161,78,0,0,1,0,0,32,8,37,0
294,406,70,1,1,1,0,0,35,9,17,0
187,354,62,0,1,1,0,0,38,10,34,0
342,510,56,0,1,1,0,0,40,11,24,0
3,106,77,1,1,1,0,0,41,12,19,0
80,201,51,1,1,1,0,0,47,13,16,0
481,579,74,1,1,1,0,0,74,14,4,0
267,401,78,1,1,1,0,0,80,15,30,0
22,120,127,0,0,1,1,0,2,16,12,0
22,170,77,1,1,1,1,1,2,17,12,1
22,197,50,0,0,1,1,2,2,18,12,0
417,587,117,0,0,1,1,0,4,19,11,0
417,657,47,1,1,1,1,1,4,20,11,1
417,734,50,0,0,1,1,2,4,21,11,0
90,227,85,1,1,1,1,0,8,22,20,0
90,272,40,1,1,1,1,1,8,23,20,0
90,347,45,1,1,1,1,2,8,24,20,1
322,429,141,1,1,1,1,0,14,25,33,0
322,487,83,1,1,1,1,1,14,26,33,0
322,592,58,1,1,1,1,2,14,27,33,0
0,67,123,0,0,1,1,0,16,28,15,0
0,110,80,0,0,1,1,1,16,29,15,0
0,207,63,0,0,1,1,2,16,30,15,0
253,400,116,0,0,1,1,0,18,31,27,0
253,475,41,1,1,1,1,1,18,32,27,1
253,421,95,0,0,1,1,2,18,33,27,0
364,513,98,1,1,1,1,0,19,34,18,0
364,568,43,1,1,1,1,1,19,35,18,0
364,636,55,1,1,1,1,2,19,36,18,0
450,633,107,1,1,1,1,0,20,37,22,0
450,697,43,1,1,1,1,1,20,38,22,1
450,736,84,1,1,1,1,2,20,39,22,0
417,587,117,0,1,1,1,0,24,40,8,0
417,657,47,1,1,1,1,1,24,41,8,1
417,734,50,0,1,1,1,2,24,42,8,0
559,642,82,0,1,1,1,0,25,43,35,0
559,684,40,0,1,1,1,1,25,44,35,0
559,682,42,1,1,1,1,2,25,45,35,1
347,524,103,0,0,1,1,0,30,46,14,0
347,585,42,0,0,1,1,1,30,47,14,0
347,666,41,1,1,1,1,2,30,48,14,1
70,181,155,0,1,1,1,0,42,49,23,0
70,247,89,0,1,1,1,1,42,50,23,0
70,370,46,1,1,1,1,2,42,51,23,1
300,385,133,1,1,1,1,0,44,52,5,0
300,435,83,1,1,1,1,1,44,53,5,0
300,548,50,1,1,1,1,2,44,54,5,0
370,500,81,0,0,1,1,0,45,55,13,0
370,541,40,0,0,1,1,1,45,56,13,0
370,540,41,1,1,1,1,2,45,57,13,1
140,273,138,1,1,1,1,0,48,58,21,0
140,370,41,1,1,1,1,1,48,59,21,0
140,374,117,1,1,1,1,2,48,60,21,1
311,434,106,1,1,1,1,0,50,61,1,0
311,470,70,1,1,1,1,1,50,62,1,1
311,484,56,1,1,1,1,2,50,63,1,0
0,109,82,0,1,1,1,0,51,64,9,0
0,149,42,0,1,1,1,1,51,65,9,0
0,231,40,1,1,1,1,2,51,66,9,1
0,45,113,1,1,1,1,0,56,67,39,0
0,109,49,1,1,1,1,1,56,68,39,1
0,194,44,1,1,1,1,2,56,69,39,0
0,106,134,1,1,1,1,0,61,70,29,0
0,177,63,1,1,1,1,1,61,71,29,0
0,229,91,1,1,1,1,2,61,72,29,1
213,345,93,1,1,1,1,0,63,73,28,0
213,396,42,1,1,1,1,1,63,74,28,0
213,467,51,1,1,1,1,2,63,75,28,0
357,449,91,1,1,1,1,0,65,76,3,0
357,490,50,1,1,1,1,1,65,77,3,1
357,499,41,1,1,1,1,2,65,78,3,0
0,154,120,1,1,1,1,0,67,79,2,0
0,201,73,1,1,1,1,1,67,80,2,1
0,307,47,1,1,1,1,2,67,81,2,0
127,253,135,0,1,1,1,0,68,82,25,0
127,321,67,0,1,1,1,1,68,83,25,0
127,420,48,1,1,1,1,2,68,84,25,1
455,518,110,0,1,1,1,0,70,85,10,0
455,582,46,0,1,1,1,1,70,86,10,0
455,584,44,1,1,1,1,2,70,87,10,1
0,67,107,1,1,1,1,0,76,88,40,0
0,132,42,1,1,1,1,1,76,89,40,1
0,129,45,1,1,1,1,2,76,90,40,0
104,222,162,0,1,1,1,0,78,91,7,0
104,338,46,1,1,1,1,1,78,92,7,1
104,368,96,0,1,1,1,2,78,93,7,0
0,718,0,1,1,1,0,0,0,94,0,0
