0	24	17	13	9	27	27	27	25	25	25	27	27	27	18	18	18	20	20	20	16	16	16	7	7	7	19	19	19	21	21	21	15	15	15	12	12	12	28	28	28	3	3	3	21	21	21	27	27	27	27	27	27	0
24	10000	8	18	25	50	50	50	34	34	34	35	35	35	25	25	25	5	5	5	24	24	24	18	18	18	34	34	34	20	20	20	13	13	13	20	20	20	5	5	5	22	22	22	5	5	5	50	50	50	35	35	35	24
17	8	10000	15	17	43	43	43	32	32	32	33	33	33	18	18	18	7	7	7	21	21	21	10	10	10	29	29	29	20	20	20	6	6	6	16	16	16	12	12	12	15	15	15	5	5	5	43	43	43	33	33	33	17
13	18	15	10000	20	35	35	35	18	18	18	19	19	19	27	27	27	14	14	14	6	6	6	12	12	12	16	16	16	8	8	8	18	18	18	2	2	2	23	23	23	14	14	14	19	19	19	35	35	35	19	19	19	13
9	25	17	20	10000	29	29	29	34	34	34	35	35	35	10	10	10	23	23	23	24	24	24	9	9	9	27	27	27	28	28	28	13	13	13	19	19	19	28	28	28	7	7	7	21	21	21	29	29	29	35	35	35	9
27	50	43	35	29	10000	10000	10000	34	34	34	36	36	36	38	38	38	46	46	46	33	33	33	33	33	33	25	25	25	41	41	41	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	27
27	50	43	35	29	10000	10000	10000	34	34	34	36	36	36	38	38	38	46	46	46	33	33	33	33	33	33	25	25	25	41	41	41	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	27
27	50	43	35	29	10000	10000	10000	34	34	34	36	36	36	38	38	38	46	46	46	33	33	33	33	33	33	25	25	25	41	41	41	41	41	41	33	33	33	54	54	54	28	28	28	48	48	48	10000	10000	10000	36	36	36	27
25	34	32	18	34	34	34	34	10000	10000	10000	2	2	2	42	42	42	30	30	30	12	12	12	28	28	28	10	10	10	15	15	15	35	35	35	17	17	17	39	39	39	27	27	27	35	35	35	34	34	34	2	2	2	25
25	34	32	18	34	34	34	34	10000	10000	10000	2	2	2	42	42	42	30	30	30	12	12	12	28	28	28	10	10	10	15	15	15	35	35	35	17	17	17	39	39	39	27	27	27	35	35	35	34	34	34	2	2	2	25
25	34	32	18	34	34	34	34	10000	10000	10000	2	2	2	42	42	42	30	30	30	12	12	12	28	28	28	10	10	10	15	15	15	35	35	35	17	17	17	39	39	39	27	27	27	35	35	35	34	34	34	2	2	2	25
27	35	33	19	35	36	36	36	2	2	2	10000	10000	10000	44	44	44	30	30	30	13	13	13	29	29	29	11	11	11	16	16	16	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	27
27	35	33	19	35	36	36	36	2	2	2	10000	10000	10000	44	44	44	30	30	30	13	13	13	29	29	29	11	11	11	16	16	16	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	27
27	35	33	19	35	36	36	36	2	2	2	10000	10000	10000	44	44	44	30	30	30	13	13	13	29	29	29	11	11	11	16	16	16	36	36	36	18	18	18	39	39	39	29	29	29	36	36	36	36	36	36	10000	10000	10000	27
18	25	18	27	10	38	38	38	42	42	42	44	44	44	10000	10000	10000	25	25	25	32	32	32	15	15	15	36	36	36	34	34	34	13	13	13	27	27	27	27	27	27	16	16	16	21	21	21	38	38	38	44	44	44	18
18	25	18	27	10	38	38	38	42	42	42	44	44	44	10000	10000	10000	25	25	25	32	32	32	15	15	15	36	36	36	34	34	34	13	13	13	27	27	27	27	27	27	16	16	16	21	21	21	38	38	38	44	44	44	18
18	25	18	27	10	38	38	38	42	42	42	44	44	44	10000	10000	10000	25	25	25	32	32	32	15	15	15	36	36	36	34	34	34	13	13	13	27	27	27	27	27	27	16	16	16	21	21	21	38	38	38	44	44	44	18
20	5	7	14	23	46	46	46	30	30	30	30	30	30	25	25	25	10000	10000	10000	19	19	19	15	15	15	29	29	29	16	16	16	13	13	13	15	15	15	10	10	10	19	19	19	7	7	7	46	46	46	30	30	30	20
20	5	7	14	23	46	46	46	30	30	30	30	30	30	25	25	25	10000	10000	10000	19	19	19	15	15	15	29	29	29	16	16	16	13	13	13	15	15	15	10	10	10	19	19	19	7	7	7	46	46	46	30	30	30	20
20	5	7	14	23	46	46	46	30	30	30	30	30	30	25	25	25	10000	10000	10000	19	19	19	15	15	15	29	29	29	16	16	16	13	13	13	15	15	15	10	10	10	19	19	19	7	7	7	46	46	46	30	30	30	20
16	24	21	6	24	33	33	33	12	12	12	13	13	13	32	32	32	19	19	19	10000	10000	10000	17	17	17	11	11	11	8	8	8	24	24	24	6	6	6	29	29	29	17	17	17	24	24	24	33	33	33	13	13	13	16
16	24	21	6	24	33	33	33	12	12	12	13	13	13	32	32	32	19	19	19	10000	10000	10000	17	17	17	11	11	11	8	8	8	24	24	24	6	6	6	29	29	29	17	17	17	24	24	24	33	33	33	13	13	13	16
16	24	21	6	24	33	33	33	12	12	12	13	13	13	32	32	32	19	19	19	10000	10000	10000	17	17	17	11	11	11	8	8	8	24	24	24	6	6	6	29	29	29	17	17	17	24	24	24	33	33	33	13	13	13	16
7	18	10	12	9	33	33	33	28	28	28	29	29	29	15	15	15	15	15	15	17	17	17	10000	10000	10000	23	23	23	20	20	20	9	9	9	12	12	12	22	22	22	5	5	5	15	15	15	33	33	33	29	29	29	7
7	18	10	12	9	33	33	33	28	28	28	29	29	29	15	15	15	15	15	15	17	17	17	10000	10000	10000	23	23	23	20	20	20	9	9	9	12	12	12	22	22	22	5	5	5	15	15	15	33	33	33	29	29	29	7
7	18	10	12	9	33	33	33	28	28	28	29	29	29	15	15	15	15	15	15	17	17	17	10000	10000	10000	23	23	23	20	20	20	9	9	9	12	12	12	22	22	22	5	5	5	15	15	15	33	33	33	29	29	29	7
19	34	29	16	27	25	25	25	10	10	10	11	11	11	36	36	36	29	29	29	11	11	11	23	23	23	10000	10000	10000	18	18	18	31	31	31	14	14	14	38	38	38	21	21	21	34	34	34	25	25	25	11	11	11	19
19	34	29	16	27	25	25	25	10	10	10	11	11	11	36	36	36	29	29	29	11	11	11	23	23	23	10000	10000	10000	18	18	18	31	31	31	14	14	14	38	38	38	21	21	21	34	34	34	25	25	25	11	11	11	19
19	34	29	16	27	25	25	25	10	10	10	11	11	11	36	36	36	29	29	29	11	11	11	23	23	23	10000	10000	10000	18	18	18	31	31	31	14	14	14	38	38	38	21	21	21	34	34	34	25	25	25	11	11	11	19
21	20	20	8	28	41	41	41	15	15	15	16	16	16	34	34	34	16	16	16	8	8	8	20	20	20	18	18	18	10000	10000	10000	24	24	24	10	10	10	24	24	24	22	22	22	22	22	22	41	41	41	16	16	16	21
21	20	20	8	28	41	41	41	15	15	15	16	16	16	34	34	34	16	16	16	8	8	8	20	20	20	18	18	18	10000	10000	10000	24	24	24	10	10	10	24	24	24	22	22	22	22	22	22	41	41	41	16	16	16	21
21	20	20	8	28	41	41	41	15	15	15	16	16	16	34	34	34	16	16	16	8	8	8	20	20	20	18	18	18	10000	10000	10000	24	24	24	10	10	10	24	24	24	22	22	22	22	22	22	41	41	41	16	16	16	21
15	13	6	18	13	41	41	41	35	35	35	36	36	36	13	13	13	13	13	13	24	24	24	9	9	9	31	31	31	24	24	24	10000	10000	10000	19	19	19	16	16	16	13	13	13	9	9	9	41	41	41	36	36	36	15
15	13	6	18	13	41	41	41	35	35	35	36	36	36	13	13	13	13	13	13	24	24	24	9	9	9	31	31	31	24	24	24	10000	10000	10000	19	19	19	16	16	16	13	13	13	9	9	9	41	41	41	36	36	36	15
15	13	6	18	13	41	41	41	35	35	35	36	36	36	13	13	13	13	13	13	24	24	24	9	9	9	31	31	31	24	24	24	10000	10000	10000	19	19	19	16	16	16	13	13	13	9	9	9	41	41	41	36	36	36	15
12	20	16	2	19	33	33	33	17	17	17	18	18	18	27	27	27	15	15	15	6	6	6	12	12	12	14	14	14	10	10	10	19	19	19	10000	10000	10000	25	25	25	13	13	13	20	20	20	33	33	33	18	18	18	12
12	20	16	2	19	33	33	33	17	17	17	18	18	18	27	27	27	15	15	15	6	6	6	12	12	12	14	14	14	10	10	10	19	19	19	10000	10000	10000	25	25	25	13	13	13	20	20	20	33	33	33	18	18	18	12
12	20	16	2	19	33	33	33	17	17	17	18	18	18	27	27	27	15	15	15	6	6	6	12	12	12	14	14	14	10	10	10	19	19	19	10000	10000	10000	25	25	25	13	13	13	20	20	20	33	33	33	18	18	18	12
28	5	12	23	28	54	54	54	39	39	39	39	39	39	27	27	27	10	10	10	29	29	29	22	22	22	38	38	38	24	24	24	16	16	16	25	25	25	10000	10000	10000	27	27	27	8	8	8	54	54	54	39	39	39	28
28	5	12	23	28	54	54	54	39	39	39	39	39	39	27	27	27	10	10	10	29	29	29	22	22	22	38	38	38	24	24	24	16	16	16	25	25	25	10000	10000	10000	27	27	27	8	8	8	54	54	54	39	39	39	28
