lb_tw,ub_tw,dur,Q1,Q2,Q3,split_rel,split_part,org_id,id,ord_qual,qual_down
0,704,0,1,1,1,0,0,0,1,0,0
99,160,77,1,1,1,0,0,6,2,22,0
45,187,22,0,1,1,0,0,12,3,9,0
278,421,64,0,0,1,0,0,24,4,26,0
67,244,74,0,1,1,0,0,27,5,24,0
118,230,46,0,0,1,0,0,33,6,14,0
0,80,61,1,1,1,0,0,41,7,5,0
126,288,57,0,1,1,0,0,43,8,23,0
183,308,39,0,1,1,0,0,44,9,8,0
99,160,77,1,1,1,0,0,47,10,21,0
354,493,81,1,1,1,1,0,2,11,17,0
354,534,40,1,1,1,1,1,2,12,17,0
354,612,41,1,1,1,1,2,2,13,17,0
528,645,95,0,1,1,1,0,4,14,25,0
528,692,48,0,1,1,1,1,4,15,25,0
528,772,47,0,1,1,1,2,4,16,25,0
156,276,130,1,1,1,1,0,7,17,1,0
156,321,85,1,1,1,1,1,7,18,1,1
156,341,65,1,1,1,1,2,7,19,1,0
281,363,116,1,1,1,1,0,8,20,2,0
281,394,85,1,1,1,1,1,8,21,2,0
281,507,51,1,1,1,1,2,8,22,2,0
0,50,93,0,0,1,1,0,11,23,29,0
0,100,43,0,0,1,1,1,11,24,29,0
0,172,50,0,0,1,1,2,11,25,29,0
143,231,103,0,1,1,1,0,14,26,10,0
143,293,41,0,1,1,1,1,14,27,10,0
143,371,42,0,1,1,1,2,14,28,10,0
254,341,116,0,0,1,1,0,15,29,20,0
254,397,60,1,1,1,1,1,15,30,20,1
254,480,56,0,0,1,1,2,15,31,20,0
0,47,176,0,0,1,1,0,16,32,15,0
0,68,155,0,0,1,1,1,16,33,15,0
0,182,41,0,0,1,1,2,16,34,15,0
264,379,116,1,1,1,1,0,18,35,4,0
264,419,76,1,1,1,1,1,18,36,4,0
264,514,60,1,1,1,1,2,18,37,4,0
378,468,127,1,1,1,1,0,19,38,28,0
378,521,74,1,1,1,1,1,19,39,28,0
378,601,73,1,1,1,1,2,19,40,28,1
428,596,124,1,1,1,1,0,20,41,3,0
428,618,102,1,1,1,1,1,20,42,3,0
428,757,42,1,1,1,1,2,20,43,3,1
0,69,142,1,1,1,1,0,21,44,16,0
0,165,46,1,1,1,1,1,21,45,16,0
0,194,96,1,1,1,1,2,21,46,16,1
63,200,110,0,0,1,1,0,22,47,27,0
63,257,53,1,1,1,1,1,22,48,27,1
63,332,57,0,0,1,1,2,22,49,27,0
192,318,81,0,1,1,1,0,23,50,7,0
192,359,40,0,1,1,1,1,23,51,7,0
192,437,41,1,1,1,1,2,23,52,7,1
324,471,105,0,0,1,1,0,25,53,12,0
324,532,44,1,1,1,1,1,25,54,12,1
324,614,41,0,0,1,1,2,25,55,12,0
425,563,82,0,0,1,1,0,30,56,11,0
425,604,41,0,0,1,1,1,30,57,11,0
425,604,41,1,1,1,1,2,30,58,11,1
157,261,91,0,1,1,1,0,38,59,19,0
157,311,41,0,1,1,1,1,38,60,19,0
157,381,50,1,1,1,1,2,38,61,19,1
209,302,113,0,1,1,1,0,39,62,18,0
209,347,68,0,1,1,1,1,39,63,18,0
209,449,45,1,1,1,1,2,39,64,18,1
354,493,81,0,1,1,1,0,40,65,6,0
354,534,40,0,1,1,1,1,40,66,6,0
354,612,41,1,1,1,1,2,40,67,6,1
281,363,116,0,0,1,1,0,45,68,13,0
281,394,85,0,0,1,1,1,45,69,13,0
281,507,51,0,0,1,1,2,45,70,13,0
429,527,99,0,0,1,1,0,50,71,30,0
429,583,43,1,1,1,1,1,50,72,30,1
429,629,76,0,0,1,1,2,50,73,30,0
0,704,0,1,1,1,0,0,0,74,0,0
