0	23	22	26	19	14	12	27	3	26	17	27	22	16	16	16	16	20	20	20	21	21	21	21	21	21	11	11	11	19	19	19	11	11	11	0
23	10000	42	34	14	34	23	8	21	34	12	8	4	14	33	33	33	19	19	19	39	39	39	42	42	42	33	33	33	37	37	37	33	33	33	23
22	42	10000	23	40	9	31	48	23	23	33	48	43	38	28	28	28	31	31	31	28	28	28	22	22	22	11	11	11	28	28	28	11	11	11	22
26	34	23	10000	40	21	37	42	24	10000	23	42	37	38	40	40	40	17	17	17	43	43	43	39	39	39	23	23	23	42	42	42	23	23	23	26
19	14	40	40	10000	32	13	12	19	40	20	12	10	3	23	23	23	27	27	27	29	29	29	33	33	33	30	30	30	26	26	26	30	30	30	19
14	34	9	21	32	10000	23	40	14	21	25	40	35	29	22	22	22	25	25	25	24	24	24	19	19	19	4	4	4	23	23	23	4	4	4	14
12	23	31	37	13	23	10000	24	13	37	23	24	21	10	11	11	11	28	28	28	17	17	17	21	21	21	20	20	20	14	14	14	20	20	20	12
27	8	48	42	12	40	24	10000	26	42	20	1	6	14	34	34	34	26	26	26	41	41	41	44	44	44	38	38	38	38	38	38	38	38	38	27
3	21	23	24	19	14	13	26	10000	24	14	26	21	16	19	19	19	17	17	17	24	24	24	23	23	23	12	12	12	22	22	22	12	12	12	3
26	34	23	10000	40	21	37	42	24	10000	23	42	37	38	40	40	40	17	17	17	43	43	43	39	39	39	23	23	23	42	42	42	23	23	23	26
17	12	33	23	20	25	23	20	14	23	10000	19	15	19	31	31	31	8	8	8	37	37	37	37	37	37	25	25	25	34	34	34	25	25	25	17
27	8	48	42	12	40	24	1	26	42	19	10000	5	14	34	34	34	26	26	26	41	41	41	44	44	44	38	38	38	38	38	38	38	38	38	27
22	4	43	37	10	35	21	6	21	37	15	5	10000	11	31	31	31	22	22	22	37	37	37	40	40	40	33	33	33	35	35	35	33	33	33	22
16	14	38	38	3	29	10	14	16	38	19	14	11	10000	20	20	20	25	25	25	27	27	27	30	30	30	27	27	27	24	24	24	27	27	27	16
16	33	28	40	23	22	11	34	19	40	31	34	31	20	10000	10000	10000	36	36	36	7	7	7	12	12	12	19	19	19	4	4	4	19	19	19	16
16	33	28	40	23	22	11	34	19	40	31	34	31	20	10000	10000	10000	36	36	36	7	7	7	12	12	12	19	19	19	4	4	4	19	19	19	16
16	33	28	40	23	22	11	34	19	40	31	34	31	20	10000	10000	10000	36	36	36	7	7	7	12	12	12	19	19	19	4	4	4	19	19	19	16
20	19	31	17	27	25	28	26	17	17	8	26	22	25	36	36	36	10000	10000	10000	40	40	40	40	40	40	25	25	25	39	39	39	25	25	25	20
20	19	31	17	27	25	28	26	17	17	8	26	22	25	36	36	36	10000	10000	10000	40	40	40	40	40	40	25	25	25	39	39	39	25	25	25	20
20	19	31	17	27	25	28	26	17	17	8	26	22	25	36	36	36	10000	10000	10000	40	40	40	40	40	40	25	25	25	39	39	39	25	25	25	20
21	39	28	43	29	24	17	41	24	43	37	41	37	27	7	7	7	40	40	40	10000	10000	10000	7	7	7	21	21	21	3	3	3	21	21	21	21
21	39	28	43	29	24	17	41	24	43	37	41	37	27	7	7	7	40	40	40	10000	10000	10000	7	7	7	21	21	21	3	3	3	21	21	21	21
21	39	28	43	29	24	17	41	24	43	37	41	37	27	7	7	7	40	40	40	10000	10000	10000	7	7	7	21	21	21	3	3	3	21	21	21	21
21	42	22	39	33	19	21	44	23	39	37	44	40	30	12	12	12	40	40	40	7	7	7	10000	10000	10000	17	17	17	9	9	9	17	17	17	21
21	42	22	39	33	19	21	44	23	39	37	44	40	30	12	12	12	40	40	40	7	7	7	10000	10000	10000	17	17	17	9	9	9	17	17	17	21
21	42	22	39	33	19	21	44	23	39	37	44	40	30	12	12	12	40	40	40	7	7	7	10000	10000	10000	17	17	17	9	9	9	17	17	17	21
11	33	11	23	30	4	20	38	12	23	25	38	33	27	19	19	19	25	25	25	21	21	21	17	17	17	10000	10000	10000	20	20	20	10000	10000	10000	11
11	33	11	23	30	4	20	38	12	23	25	38	33	27	19	19	19	25	25	25	21	21	21	17	17	17	10000	10000	10000	20	20	20	10000	10000	10000	11
11	33	11	23	30	4	20	38	12	23	25	38	33	27	19	19	19	25	25	25	21	21	21	17	17	17	10000	10000	10000	20	20	20	10000	10000	10000	11
19	37	28	42	26	23	14	38	22	42	34	38	35	24	4	4	4	39	39	39	3	3	3	9	9	9	20	20	20	10000	10000	10000	20	20	20	19
19	37	28	42	26	23	14	38	22	42	34	38	35	24	4	4	4	39	39	39	3	3	3	9	9	9	20	20	20	10000	10000	10000	20	20	20	19
19	37	28	42	26	23	14	38	22	42	34	38	35	24	4	4	4	39	39	39	3	3	3	9	9	9	20	20	20	10000	10000	10000	20	20	20	19
11	33	11	23	30	4	20	38	12	23	25	38	33	27	19	19	19	25	25	25	21	21	21	17	17	17	10000	10000	10000	20	20	20	10000	10000	10000	11
11	33	11	23	30	4	20	38	12	23	25	38	33	27	19	19	19	25	25	25	21	21	21	17	17	17	10000	10000	10000	20	20	20	10000	10000	10000	11
11	33	11	23	30	4	20	38	12	23	25	38	33	27	19	19	19	25	25	25	21	21	21	17	17	17	10000	10000	10000	20	20	20	10000	10000	10000	11
0	23	22	26	19	14	12	27	3	26	17	27	22	16	16	16	16	20	20	20	21	21	21	21	21	21	11	11	11	19	19	19	11	11	11	0
